first_name;last_name;last_name_first_name;no_hit;more_than_one_hit;orcid_id;orcid_record_person_identified;orcid_records_works_listed;notes;gender;level;e_name;e_type;e_city;e_region;e_country;source;date_of_input;coder
Christoph;Homuth;Homuth, Christoph;FALSCH;FALSCH;0000-0003-3826-6886;WAHR;WAHR;;M;Postdoc;Leibniz Institute for Educational Trajectories;Forschungszentrum;Bamberg;Bayern;DE;https://www.lifbi.de/de-de/Start/Institut/Personen/Person/account/2323;25.05.26;Lukas
Inga;Hornei;Hornei, Inga;FALSCH;WAHR;;FALSCH;FALSCH;There are several Inga but none has a last name;F;Postdoc;Universität Duisburg-Essen;Uni;Essen ;Nordrhein-Westfalen;DE;https://www.uni-due.de/person/H?id=55741;25.05.26;Lukas
Katharina;Hörstermann;Hörstermann, Katharina;FALSCH;WAHR;;FALSCH;FALSCH;There are several Katharina but none has a last name;F;Postdoc;Rheinisch-Bergischer Kreis;Other;Lindlar;Nordrhein-Westfalen;DE;https://www.linkedin.com/in/katharina-h%C3%B6rstermann-a98637144/?skipRedirect=true;25.05.26;Lukas
Stefan;Hradil;Hradil, Stefan;WAHR;FALSCH;;FALSCH;FALSCH;ruhestand;M;Prof;Universität Mainz;Uni;Mainz;Rheinland-Pfalz;DE;https://sozialstruktur.soziologie.uni-mainz.de/hradil/;25.05.26;Lukas
Sandra;Hubert;Hubert, Sandra;FALSCH;FALSCH;0000-0002-1288-0725;FALSCH;FALSCH;;F;Postdoc;Leibniz-Institut für Bildungsverläufe;Forschungszentrum;Bamberg;Bayern;DE;https://www.lifbi.de/de-de/Start/Institut/Personen/Person/account/1645;25.05.26;Lukas
Johannes;Huinink;Huinink, Johannes;FALSCH;FALSCH;0000-0003-2527-1395;WAHR;WAHR;;M;Prof;Universität Bremen;Uni;Bremen;Bremen;DE;https://www.socium.uni-bremen.de/ueber-das-socium/mitglieder/johannes-huinink/lebenslauf/;25.05.26;Lukas
Bettina;Isengard;Isengard, Bettina;FALSCH;FALSCH;0000-0002-9474-0178;WAHR;WAHR;;F;Postdoc;University of Zurich;Uni;Zürich;Zürich;CH;https://www.suz.uzh.ch/de/institut/mitarbeitende/isengard.html;25.05.26;Lukas
Marita;Jacob;Jacob, Marita;FALSCH;FALSCH;0000-0002-2674-568X;WAHR;WAHR;;F;Prof;University of Cologne;Uni;Köln;Nordrhein-Westfalen;DE;https://dss.uni-koeln.de/de/department/lehrstuehle-und-professuren/soziologie-ii-prof-dr-marita-jacob;25.05.26;Lukas
Nora;Jehles;Jehles, Nora;FALSCH;WAHR;;FALSCH;FALSCH;Last name missing;F;Postdoc;Technische Universität Dortmund;Uni;Dortmund;Nordrhein-Westfalen;DE;https://isep.ep.tu-dortmund.de/institut/personen/nora-jehles/;25.05.26;Lukas
Jean-Marie;Jungblut;Jungblut, Jean-Marie;WAHR;FALSCH;;FALSCH;FALSCH;;M;Postdoc;Eurofound;Other;Loughlinstown;Dún Laoghaire–Rathdown;IE;https://www.linkedin.com/in/jean-marie-jungblut-81173788/;25.05.26;Lukas
Philipp;Kadelke;Kadelke, Philipp;FALSCH;FALSCH;0000-0001-8015-2140;WAHR;WAHR;;M;Postdoc;TU Dortmund University;Uni;Dortmund;Nordrhein-Westfalen;DE;https://su.sowi.tu-dortmund.de/professur/team/philipp-kadelke-ma/;25.05.26;Lukas
Heike;Kahlert;Kahlert, Heike;FALSCH;FALSCH;0000-0002-8435-0029;WAHR;WAHR;;F;Prof;Ruhr-Universität Bochum;Uni;Bochum;Nordrhein-Westfalen;DE;https://www.sowi.ruhr-uni-bochum.de/sozsug/lehrstuhl/team/inhaberin.html.de;25.05.26;Lukas
Till;Kaiser;Kaiser, Till;FALSCH;FALSCH;0000-0003-4984-1874;WAHR;WAHR;;M;Postdoc;Osnabrück University;Uni;Osnabrück;Niedersachsen;DE;https://www.uni-osnabrueck.de/fb3/ife/schulpaedagogik/arbeitsbereiche/empirische-schul-und-unterrichtsforschung/dr-till-kaiser;25.05.26;Lukas
Nicole;Kapelle;Kapelle, Nicole;FALSCH;FALSCH;0000-0001-5855-1153;WAHR;WAHR;;F;Prof;Trinity College Dublin;Uni;Dublin;Dublin;IE;https://nkapelle.github.io;25.05.26;Lukas
Max;Keck;Keck, Max;FALSCH;FALSCH;0000-0002-7542-1665;FALSCH;FALSCH;;M;Postdoc;Hans-Böckler-Stiftung;Other;Düsseldorf;Nordrhein-Westfalen;DE;https://www.imu-boeckler.de/de/personensuche-42919-dr-max-keck-68593.htm;25.05.26;Lukas
Maria;Keil;Keil, Maria;FALSCH;FALSCH;0000-0001-9763-9473;WAHR;WAHR;;F;Postdoc;Universität Tübingen;Uni;Tübingen;Baden-Württemberg;DE;https://doingtransitions.org/dr-in-maria-keil;25.05.26;Lukas
Sylvia;Keim-Klärner;Keim-Klärner, Sylvia;FALSCH;FALSCH;0000-0002-5221-5535;WAHR;WAHR;;F;Postdoc;Johann Heinrich von Thünen-Institut Bundesforschungsinstitut für Ländliche Räume Wald und Fischerei;Forschungszentrum;Braunschweig;Niedersachsen;DE;https://www.thuenen.de/de/fachinstitute/laendliche-raeume/lebensverhaeltnisse-in-laendlichen-raeumen/personal/wissenschaftliches-personal/keim-klaerner-sylvia-dr;25.05.26;Lukas
Carsten;Keller;Keller, Carsten;FALSCH;WAHR;;FALSCH;FALSCH;;M;Prof;University of Kassel;Uni;Kassel;Hessen;DE;https://www.uni-kassel.de/fb06/institute/urbane-entwicklungen/fachgebiete/stadt-und-regionalsoziologie/team/carsten-keller.html;25.05.26;Lukas
Andreas;Klärner;Klärner, Andreas;FALSCH;FALSCH;0000-0003-0314-1215;WAHR;WAHR;;M;Prof;Johann Heinrich von Thünen-Institut;Forschungszentrum;Braunschweig;Niedersachsen;DE;Knabe, Andre H.;25.05.26;Lukas
Corinna;Kleinert;Kleinert, Corinna;FALSCH;FALSCH;0000-0002-9285-6070;WAHR;WAHR;;F;Prof;Otto-Friedrich-Universität Bamberg;Uni;Bamberg;Bayern;DE;https://www.uni-bamberg.de/sozlangbifo/team/prof-dr-corinna-kleinert/;25.05.26;Lukas
Matthias;Klemm;Klemm, Matthias;FALSCH;FALSCH;0000-0002-2418-0259;FALSCH;WAHR;;M;Prof;Hochschule Fulda;Hochschule;Fulda;Hessen;DE;https://www.hs-fulda.de/sozial-kulturwissenschaften/forschung/forschungsinstitut-point-alpha-ev/details/person/prof-dr-matthias-klemm-3-948/contactBox;25.05.26;Lukas
Stefanie;Kley;Kley, Stefanie;FALSCH;FALSCH;0000-0003-3400-7799;WAHR;WAHR;;F;Prof;Universität Hamburg;Uni;Hamburg;Hamburg;DE;https://www.wiso.uni-hamburg.de/fachbereich-sowi/professuren/kley/team/kley-stefanie.html;25.05.26;Lukas
Andreas;Klocke;Klocke, Andreas;FALSCH;FALSCH;0000-0001-5842-4875;FALSCH;WAHR;ruhestand;M;Prof;Frankfurt University of Applied Sciences;Hochschule;Frankfurt am Main;Hessen;DE;https://www.frankfurt-university.de/de/hochschule/fachbereich-4-soziale-arbeit-gesundheit/kontakt/professor-innen/andreas-klocke-ir/;25.05.26;Lukas
Katharina;Kluczniok;Kluczniok, Katharina;FALSCH;FALSCH;0000-0001-5809-9726;WAHR;WAHR;;F;Prof;Freie Universität Berlin;Uni;Berlin;Berlin;DE;https://www.ewi-psy.fu-berlin.de/erziehungswissenschaft/arbeitsbereiche/fruehkindliche_bildung_erziehung/Mitarbeitende/Aktuelles-Team/Kluczniok_Katharina/index.html;25.05.26;Lukas
Andre H.;Knabe;Knabe, Andre H.;FALSCH;FALSCH;0000-0001-9509-6321;WAHR;WAHR;;M;Postdoc;Rostock Institute for Social Research and Social Practice;Forschungszentrum;Rostock;Mecklenburg-Vorpommern;DE;https://rostocker-institut.org/andre-knabe/;25.05.26;Lukas
Karsten;König;König, Karsten;FALSCH;FALSCH;0009-0002-4436-428X;FALSCH;WAHR;;M;Prof;Internationale Hochschule (IU);Hochschule;Erfurt;Thüringen;DE;https://www.iu.de/hochschule/lehrende/konig-karsten/;25.05.26;Lukas
Irena;Kogan;Kogan, Irena;FALSCH;FALSCH;0000-0002-2841-1296;WAHR;WAHR;;F;Prof;University of Mannheim;Uni;Mannheim;Baden-Württemberg;DE;https://www.sowi.uni-mannheim.de/kogan/team/lehrstuhlinhaberin/;25.05.26;Lukas
Martin;Kohli;Kohli, Martin;FALSCH;FALSCH;0000-0002-3672-9587;FALSCH;FALSCH;;M;Prof;European University Institute;Uni;Fiesole;Toscana;IT;https://www.eui.eu/people?id=martin-kohli;25.05.26;Lukas
Bettina;Kohlrausch;Kohlrausch, Bettina;WAHR;FALSCH;;FALSCH;FALSCH;;F;Prof;Wirtschafts- und Sozialwissenschaftlichen Instituts der Hans-Böckler-Stiftung;Forschungszentrum;Düsseldorf;Nordrhein-Westfalen;DE;https://www.boeckler.de/de/personensuche-42927-prof-dr-bettina-kohlrausch-22376.htm;25.05.26;Lukas
Silke;Kohrs;Kohrs, Silke;WAHR;FALSCH;;FALSCH;FALSCH;;F;Postdoc;Technische Universität Dortmund;Uni;Dortmund;Nordrhein-Westfalen;DE;https://su.sowi.tu-dortmund.de/professur/team/dr-silke-kohrs/;25.05.26;Lukas
Dirk;Konietzka;Konietzka, Dirk;FALSCH;FALSCH;0000-0002-9729-1902;WAHR;WAHR;;M;Prof;Technische Universität Braunschweig;Uni;Braunschweig;Niedersachsen;DE;https://www.tu-braunschweig.de/ses/team/konietzka;25.05.26;Lukas
Cornelia;Koppetsch;Koppetsch, Cornelia;FALSCH;FALSCH;0000-0003-0789-015X;FALSCH;FALSCH;;F;Prof;Technische Universität Darmstadt;Uni;Darmstadt;Hessen;DE;https://www.ifs.tu-darmstadt.de/institut_ifs/mitarbeitende_ifs/koppetsch_ifs/index.de.jsp;25.05.26;Lukas
Andrea;Kottmann;Kottmann, Andrea;FALSCH;FALSCH;0000-0003-1416-2521;FALSCH;WAHR;;F;Prof;University of Twente;Uni;Enschede;Overijssel;NL;https://research.utwente.nl/en/persons/andrea-kottmann/;25.05.26;Lukas
Klaus;Kraemer;Kraemer, Klaus;FALSCH;FALSCH;0000-0003-1365-6212;WAHR;FALSCH;;M;Prof;University of Graz;Uni;Graz;Styria;AT;https://homepage.uni-graz.at/de/klaus.kraemer/;25.05.26;Lukas
Uwe;Krähnke;Krähnke, Uwe;FALSCH;FALSCH;0000-0003-0803-7089;FALSCH;WAHR;;M;Prof;MSB Medical School Berlin Hochschule für Gesundheit und Medizin;Uni;Berlin;Berlin;DE;https://www.medicalschool-berlin.de/team-msb/team-fakultaet-naturwissenschaften/prof-dr-habil-uwe-kraehnke/;25.05.26;Lukas
Michaela;Kreyenfeld;Kreyenfeld, Michaela;FALSCH;FALSCH;0000-0001-9420-3818;WAHR;WAHR;;F;Prof;Hertie School;Uni;Berlin;Berlin;DE;https://www.hertie-school.org/de/ueber-uns/profil/person/kreyenfeld;25.05.26;Lukas
Cornelia;Kristen;Kristen, Cornelia;FALSCH;FALSCH;0000-0003-3426-9174;WAHR;WAHR;;F;Prof;Otto-Friedrich-Universität Bamberg;Uni;Bamberg;Bayern;DE;https://www.uni-bamberg.de/sozstruk/personen/prof-dr-kristen/;25.05.26;Lukas
Jacqueline;Kroh;Kroh, Jacqueline;FALSCH;FALSCH;0000-0003-4938-4482;WAHR;WAHR;;F;Prof;Leibniz Institute for Educational Trajectories;Forschungszentrum;Bamberg;Bayern;DE;https://www.lifbi.de/de-de/Start/Institut/Personen/Person/account/1373?name=Kroh,Jacqueline;25.05.26;Lukas
Thomas;Kruppe;Kruppe, Thomas;FALSCH;FALSCH;0009-0008-5533-3220;WAHR;WAHR;;M;Prof;FAU Erlangen-Nürnberg;Uni;Erlangen;Bayern;DE;https://www.soziologie.phil.fau.de/thomas-kruppe/;25.05.26;Lukas
Harald;Künemund;Künemund, Harald;FALSCH;FALSCH;0000-0003-4353-2333;FALSCH;WAHR;;M;Prof;Universität Vechta;Uni;Vechta;Niedersachsen;DE;https://www.uni-vechta.de/gerontologie/personen;25.05.26;Lukas
Jan;Künzler;Künzler, Jan;WAHR;FALSCH;;FALSCH;FALSCH;;M;Postdoc;Universität Würzburg;Uni;Würzburg;Bayern;DE;https://www.politikwissenschaft.uni-wuerzburg.de/lehrbereiche/empirische/ehemalige-mitarbeitende/pd-dr-jan-kuenzler/;25.05.26;Lukas
Antonia;Kupfer;Kupfer, Antonia;FALSCH;FALSCH;0000-0001-9882-0311;WAHR;FALSCH;;F;Prof;Technical University Dresden;Uni;Dresden;Sachsen;DE;https://tu-dresden.de/gsw/phil/iso/mak/die-professur/prof-dr-kupfer;25.05.26;Lukas
Katharina;Kunißen;Kunißen, Katharina;FALSCH;FALSCH;0000-0002-8330-6392;WAHR;WAHR;;F;Postdoc;Universität Mainz;Uni;Mainz;Rheinland-Pfalz;DE;https://sozialstruktur.soziologie.uni-mainz.de/kunissen/;25.05.26;Lukas
Karin;Kurz;Kurz, Karin;FALSCH;FALSCH;0000-0002-0661-0075;FALSCH;FALSCH;;F;Prof;University of Göttingen;Uni;Göttingen;Niedersachsen;DE;https://www.uni-goettingen.de/de/prof.+dr.+karin+kurz/94296.html;25.05.26;Lukas
Sandra;Landhäußer;Landhäußer, Sandra;FALSCH;FALSCH;0009-0001-2960-4305;FALSCH;FALSCH;;F;.;.;.;.;.;.;.;.;.
Andrea;Lange-Vester;Lange-Vester, Andrea;FALSCH;WAHR;;FALSCH;FALSCH;;F;.;.;.;.;.;.;.;.;.
Wolfgang;Lauterbach;Lauterbach, Wolfgang;FALSCH;FALSCH;0000-0002-8632-8802;FALSCH;WAHR;;M;Prof;University of Potsdam;.;Potsdam;Brandenburg;DE;.;.;.
Regula Julia;Leemann;Leemann, Regula Julia;FALSCH;FALSCH;0000-0001-5983-2694;WAHR;WAHR;;F;.;University of Applied Sciences - School of Education;.;Basel-Muttenz;.;CH;.;.;.
René;Leicht;Leicht, René;WAHR;FALSCH;;FALSCH;FALSCH;;M;.;.;.;.;.;.;.;.;.
Diana;Lengersdorf;Lengersdorf, Diana;FALSCH;FALSCH;0000-0001-9982-0073;FALSCH;FALSCH;;F;.;.;.;.;.;.;.;.;.
Holger;Lengfeld;Lengfeld, Holger;FALSCH;FALSCH;0000-0003-4863-0784;FALSCH;FALSCH;;M;.;.;.;.;.;.;.;.;.
Thomas;Leopold;Leopold, Thomas;FALSCH;FALSCH;0000-0001-5554-3254;WAHR;WAHR;;M;.;University of Cologne;.;Köln;.;DE;.;.;.
Sarah;Lenz;Lenz, Sarah;FALSCH;FALSCH;0000-0003-1848-7278;WAHR;WAHR;;F;.;.;.;.;.;.;.;.;.
Philipp;Lersch;Lersch, Philipp;FALSCH;FALSCH;0000-0003-3863-8301;WAHR;WAHR;;M;.;German Institute for Economic Research;.;Berlin;Berlin;DE;.;.;.
Kathrin;Leuze;Leuze, Kathrin;FALSCH;FALSCH;0000-0002-0029-119X;WAHR;WAHR;;F;Prof;Friedrich Schiller University Jena;.;Jena;Thüringen;DE;.;.;.
Uta;Liebeskind;Liebeskind, Uta;FALSCH;FALSCH;0009-0001-0292-8596;WAHR;FALSCH;;F;.;University of Siegen;.;Siegen;Nordrhein-Westfalen;DE;.;.;.
Stefan;Liebig;Liebig, Stefan;FALSCH;FALSCH;0000-0002-9977-6874;WAHR;WAHR;;M;Prof;Freie Universität Berlin;.;Berlin;.;DE;.;.;.
Henning;Lohmann;Lohmann, Henning;FALSCH;FALSCH;0009-0007-1398-0270;WAHR;WAHR;;M;.;Universität Hamburg;.;Hamburg;.;DE;.;.;.
Katharina;Loter;Loter, Katharina;FALSCH;FALSCH;0000-0003-2080-2038;WAHR;WAHR;;F;Prof;Tilburg University;.;Tilburg;Noord-Brabant;NL;.;.;.
Wolfgang;Ludwig-Mayerhofer;Ludwig-Mayerhofer, Wolfgang;FALSCH;FALSCH;0000-0001-9954-4662;FALSCH;FALSCH;;M;.;.;.;.;.;.;.;.;.
Thomas;Lux;Lux, Thomas;FALSCH;FALSCH;0000-0002-3286-2655;WAHR;WAHR;;M;Prof;Humboldt-Universität zu Berlin;.;Berlin;.;DE;.;.;.
Bettina;Mahlert;Mahlert, Bettina;FALSCH;FALSCH;0000-0003-1540-828X;WAHR;WAHR;;F;.;.;.;.;.;.;.;.;.
Alexandra;Manske;Manske, Alexandra;FALSCH;FALSCH;0000-0002-2389-8402;FALSCH;FALSCH;;F;.;.;.;.;.;.;.;.;.
Kai;Marquardsen;Marquardsen, Kai;WAHR;FALSCH;;FALSCH;FALSCH;;M;.;.;.;.;.;.;.;.;.
Ulrike;Martiny;Martiny, Ulrike;WAHR;FALSCH;;FALSCH;FALSCH;;F;.;.;.;.;.;.;.;.;.
Yevgeniy;Martynovych;Martynovych, Yevgeniy;FALSCH;FALSCH;0009-0009-9495-2259;WAHR;WAHR;;M;.;Technische Universität Braunschweig;.;Braunschweig;.;DE;.;.;.
Britta;Matthes;Matthes, Britta;FALSCH;FALSCH;0009-0005-7671-0345;FALSCH;WAHR;;F;.;Institut für Arbeitsmarkt und Berufsforschung;.;Nürnberg;.;DE;.;.;.
Steffen;Mau;Mau, Steffen;FALSCH;FALSCH;0000-0002-4771-1673;WAHR;WAHR;;M;Prof;Max-Planck-Institut zur Erforschung Multireligiöser und Multiethnischer Gesellschaften;.;Göttingen;Niedersachsen;DE;.;.;.
Jutta von;Maurice;Maurice, Jutta von;WAHR;FALSCH;;FALSCH;FALSCH;;F;.;.;.;.;.;.;.;.;.
Karl-Ulrich;Mayer;Mayer, Karl-Ulrich;FALSCH;FALSCH;0000-0002-3265-0089;WAHR;WAHR;;M;Prof;Max Planck Institute for Human Development;.;Berlin;Berlin;DE;.;.;.
Lars;Meier;Meier, Lars;FALSCH;FALSCH;0000-0002-1385-4908;WAHR;WAHR;;M;Prof;Goethe-Universität Frankfurt am Main;.;Frankfurt am Main;Hessen;DE;.;.;.
Laura;Menze;Menze, Laura;FALSCH;FALSCH;0000-0003-3442-279X;WAHR;WAHR;;F;.;Bundesanstalt für Arbeitsschutz und Arbeitsmedizin Standort Berlin;.;Berlin;Berlin;DE;.;.;.
Heinz-Günter;Micheel;Micheel, Heinz-Günter;WAHR;FALSCH;;FALSCH;FALSCH;;M;.;.;.;.;.;.;.;.;.
Tatjana;Mika;Mika, Tatjana;FALSCH;FALSCH;0000-0001-9707-1654;FALSCH;WAHR;;F;.;Deutsche Rentenversicherung Bund;.;Berlin;Berlin;DE;.;.;.
Lara;Minkus;Minkus, Lara;FALSCH;FALSCH;0000-0002-4856-3262;FALSCH;WAHR;;F;.;.;.;.;.;.;.;.;.
Frederick de;Moll;Moll, Frederick de;FALSCH;FALSCH;0000-0002-5275-749X;FALSCH;FALSCH;;M;Prof;Bielefeld University;.;Bielefeld;.;DE;.;.;.
Christine;Möller;Möller, Christine;FALSCH;WAHR;;FALSCH;FALSCH;;F;.;.;.;.;.;.;.;.;.
Mona;Motakef;Motakef, Mona;FALSCH;FALSCH;0000-0002-8542-8537;WAHR;WAHR;;F;.;Technische Universität Dortmund;.;Dortmund;Nordrhein-Westfalen;DE;.;.;.
Andreas;Motel-Klingebiel;Motel-Klingebiel, Andreas;FALSCH;FALSCH;0000-0001-8697-1876;FALSCH;WAHR;;M;Prof;Linköpings universitet;.;Linkoping;.;SE;.;.;.
Katja;Möhring;Möhring, Katja;FALSCH;FALSCH;0000-0002-3742-5374;WAHR;WAHR;;F;Prof;University of Bamberg;.;Bamberg;.;DE;.;.;.
Michael;Mudiappa;Mudiappa, Michael;FALSCH;FALSCH;0000-0003-2553-129X;FALSCH;FALSCH;;M;.;.;.;.;.;.;.;.;.
Dana;Müller;Müller, Dana;FALSCH;WAHR;;FALSCH;FALSCH;;F;.;.;.;.;.;.;.;.;.
Katja;Müller;Müller, Katja;FALSCH;WAHR;;FALSCH;FALSCH;;F;.;.;.;.;.;.;.;.;.
Sighard;Neckel;Neckel, Sighard;FALSCH;FALSCH;0000-0002-2622-290X;WAHR;WAHR;;M;Prof;Universität Hamburg;.;Hamburg;Hamburg;DE;.;.;.
Claudia;Neu;Neu, Claudia;FALSCH;FALSCH;0009-0009-0923-5475;FALSCH;FALSCH;;F;Prof;University of Göttingen;.;Göttingen;.;DE;.;.;.
Martin;Neugebauer;Neugebauer, Martin;FALSCH;FALSCH;0000-0002-3496-3804;WAHR;WAHR;;M;.;.;.;.;.;.;.;.;.
Yasemin;Niephaus;Niephaus, Yasemin;FALSCH;FALSCH;0009-0005-1834-3508;FALSCH;FALSCH;;F;.;University of Siegen;.;Siegen;Nordrhein-Westfalen;DE;.;.;.
Natascha;Nisic;Nisic, Natascha;FALSCH;FALSCH;0000-0003-0676-2340;WAHR;WAHR;;F;.;Johannes Gutenberg University Mainz;.;Mainz;.;DE;.;.;.
Natalie;Nitsche;Nitsche, Natalie;FALSCH;FALSCH;0000-0002-9744-5393;WAHR;WAHR;;F;.;The Australian National University;.;Unknown City;.;AU;.;.;.
Gerd;Nollmann;Nollmann, Gerd;FALSCH;FALSCH;0009-0001-6873-994X;FALSCH;FALSCH;;M;Prof;Karlsruhe Institute of Technology;.;Karlsruhe;Baden-Württemberg;DE;.;.;.
Magdalena;Nowicka;Nowicka, Magdalena;FALSCH;FALSCH;0000-0002-0232-5242;WAHR;WAHR;;F;.;German Center for Integration and Migration Research;.;Berlin;.;DE;.;.;.
Oliver;Nüchter;Nüchter, Oliver;WAHR;FALSCH;;FALSCH;FALSCH;;M;.;.;.;.;.;.;.;.;.
Fabian;Ochsenfeld;Ochsenfeld, Fabian;WAHR;FALSCH;;FALSCH;FALSCH;;M;.;.;.;.;.;.;.;.;.
Clemes;Ohlert;Ohlert, Clemes;WAHR;FALSCH;;FALSCH;FALSCH;;M;.;.;.;.;.;.;.;.;.
Jessica;Ordemann;Ordemann, Jessica;FALSCH;FALSCH;0000-0002-7645-3052;WAHR;WAHR;;F;.;German Centre for Higher Education Research and Science Studies;.;Hannover;Niedersachsen;DE;.;.;.
Gunnar;Otte;Otte, Gunnar;FALSCH;FALSCH;0000-0001-7025-2543;WAHR;WAHR;;M;Prof;Johannes Gutenberg University of Mainz;.;Mainz;Rheinland-Pfalz;DE;.;.;.
Danny;Otto;Otto, Danny;FALSCH;FALSCH;0000-0001-6045-5531;FALSCH;WAHR;;M;.;.;.;.;.;.;.;.;.
Svenja;Pfahl;Pfahl, Svenja;FALSCH;FALSCH;0009-0006-6838-1067;FALSCH;WAHR;;F;Prof;SowiTra;.;Berlin;.;DE;.;.;.
